frame,n_gt,n_det,tp,fp,fn,precision,recall,timing
64,41,40,12,28,29,0.3,0.2926829268292683,"{'preprocess': 0.0576326847076416, 'inference': 0.006079196929931641, 'postprocess': 0.03854823112487793, 'total': 0.10226011276245117}"
65,41,41,15,26,26,0.36585365853658536,0.36585365853658536,"{'preprocess': 0.057836294174194336, 'inference': 0.005911111831665039, 'postprocess': 0.03877854347229004, 'total': 0.10252594947814941}"
66,44,39,14,25,30,0.358974358974359,0.3181818181818182,"{'preprocess': 0.05848526954650879, 'inference': 0.0060901641845703125, 'postprocess': 0.038634300231933594, 'total': 0.1032097339630127}"
67,44,39,18,21,26,0.46153846153846156,0.4090909090909091,"{'preprocess': 0.05877423286437988, 'inference': 0.0060384273529052734, 'postprocess': 0.03861045837402344, 'total': 0.1034231185913086}"
68,44,37,15,22,29,0.40540540540540543,0.3409090909090909,"{'preprocess': 0.05826401710510254, 'inference': 0.0059146881103515625, 'postprocess': 0.038790225982666016, 'total': 0.10296893119812012}"
69,45,39,17,22,28,0.4358974358974359,0.37777777777777777,"{'preprocess': 0.05849862098693848, 'inference': 0.005846261978149414, 'postprocess': 0.03881382942199707, 'total': 0.10315871238708496}"
70,45,34,18,16,27,0.5294117647058824,0.4,"{'preprocess': 0.05744457244873047, 'inference': 0.0060231685638427734, 'postprocess': 0.03870701789855957, 'total': 0.10217475891113281}"
71,45,39,11,28,34,0.28205128205128205,0.24444444444444444,"{'preprocess': 0.059235572814941406, 'inference': 0.006646156311035156, 'postprocess': 0.03829693794250488, 'total': 0.10417866706848145}"
72,45,39,19,20,26,0.48717948717948717,0.4222222222222222,"{'preprocess': 0.058202266693115234, 'inference': 0.005767345428466797, 'postprocess': 0.03897976875305176, 'total': 0.10294938087463379}"
73,43,40,15,25,28,0.375,0.3488372093023256,"{'preprocess': 0.05770587921142578, 'inference': 0.005821704864501953, 'postprocess': 0.03891873359680176, 'total': 0.10244631767272949}"
74,44,39,16,23,28,0.41025641025641024,0.36363636363636365,"{'preprocess': 0.05805230140686035, 'inference': 0.0061075687408447266, 'postprocess': 0.03856635093688965, 'total': 0.10272622108459473}"
75,44,41,16,25,28,0.3902439024390244,0.36363636363636365,"{'preprocess': 0.0577237606048584, 'inference': 0.005888462066650391, 'postprocess': 0.04058670997619629, 'total': 0.10419893264770508}"
76,46,41,16,25,30,0.3902439024390244,0.34782608695652173,"{'preprocess': 0.05797719955444336, 'inference': 0.005804538726806641, 'postprocess': 0.038852691650390625, 'total': 0.10263442993164062}"
77,46,41,16,25,30,0.3902439024390244,0.34782608695652173,"{'preprocess': 0.05883955955505371, 'inference': 0.005776405334472656, 'postprocess': 0.03898000717163086, 'total': 0.10359597206115723}"
78,46,43,16,27,30,0.37209302325581395,0.34782608695652173,"{'preprocess': 0.058831214904785156, 'inference': 0.006035804748535156, 'postprocess': 0.03866314888000488, 'total': 0.1035301685333252}"
79,46,44,16,28,30,0.36363636363636365,0.34782608695652173,"{'preprocess': 0.05908703804016113, 'inference': 0.005867719650268555, 'postprocess': 0.038828134536743164, 'total': 0.10378289222717285}"
80,46,39,18,21,28,0.46153846153846156,0.391304347826087,"{'preprocess': 0.05878472328186035, 'inference': 0.0059452056884765625, 'postprocess': 0.03886747360229492, 'total': 0.10359740257263184}"
81,47,40,15,25,32,0.375,0.3191489361702128,"{'preprocess': 0.05855822563171387, 'inference': 0.0060994625091552734, 'postprocess': 0.03864145278930664, 'total': 0.10329914093017578}"
82,47,41,17,24,30,0.4146341463414634,0.3617021276595745,"{'preprocess': 0.057845115661621094, 'inference': 0.0060803890228271484, 'postprocess': 0.03870201110839844, 'total': 0.10262751579284668}"
83,47,36,17,19,30,0.4722222222222222,0.3617021276595745,"{'preprocess': 0.05882406234741211, 'inference': 0.005984067916870117, 'postprocess': 0.03874993324279785, 'total': 0.10355806350708008}"
84,47,36,16,20,31,0.4444444444444444,0.3404255319148936,"{'preprocess': 0.05875396728515625, 'inference': 0.0059604644775390625, 'postprocess': 0.03893256187438965, 'total': 0.10364699363708496}"
85,48,40,19,21,29,0.475,0.3958333333333333,"{'preprocess': 0.05977034568786621, 'inference': 0.006241321563720703, 'postprocess': 0.03851318359375, 'total': 0.10452485084533691}"
86,48,38,15,23,33,0.39473684210526316,0.3125,"{'preprocess': 0.05890035629272461, 'inference': 0.0058557987213134766, 'postprocess': 0.03888893127441406, 'total': 0.10364508628845215}"
87,48,39,15,24,33,0.38461538461538464,0.3125,"{'preprocess': 0.05883932113647461, 'inference': 0.006162881851196289, 'postprocess': 0.03861188888549805, 'total': 0.10361409187316895}"
88,48,36,13,23,35,0.3611111111111111,0.2708333333333333,"{'preprocess': 0.05881547927856445, 'inference': 0.006129026412963867, 'postprocess': 0.03854537010192871, 'total': 0.10348987579345703}"
89,48,42,17,25,31,0.40476190476190477,0.3541666666666667,"{'preprocess': 0.05886673927307129, 'inference': 0.006018400192260742, 'postprocess': 0.038695573806762695, 'total': 0.10358071327209473}"
90,48,41,15,26,33,0.36585365853658536,0.3125,"{'preprocess': 0.05955171585083008, 'inference': 0.006552696228027344, 'postprocess': 0.038324594497680664, 'total': 0.10442900657653809}"
91,48,35,13,22,35,0.37142857142857144,0.2708333333333333,"{'preprocess': 0.0591428279876709, 'inference': 0.006055593490600586, 'postprocess': 0.0387728214263916, 'total': 0.10397124290466309}"
92,49,37,18,19,31,0.4864864864864865,0.3673469387755102,"{'preprocess': 0.058199167251586914, 'inference': 0.006111860275268555, 'postprocess': 0.038733720779418945, 'total': 0.10304474830627441}"
93,49,36,16,20,33,0.4444444444444444,0.32653061224489793,"{'preprocess': 0.05905318260192871, 'inference': 0.0060787200927734375, 'postprocess': 0.039032936096191406, 'total': 0.10416483879089355}"
94,49,36,13,23,36,0.3611111111111111,0.2653061224489796,"{'preprocess': 0.058773040771484375, 'inference': 0.0058019161224365234, 'postprocess': 0.0393526554107666, 'total': 0.1039276123046875}"
95,49,34,16,18,33,0.47058823529411764,0.32653061224489793,"{'preprocess': 0.05841493606567383, 'inference': 0.006105184555053711, 'postprocess': 0.03897547721862793, 'total': 0.10349559783935547}"
96,48,34,17,17,31,0.5,0.3541666666666667,"{'preprocess': 0.059023380279541016, 'inference': 0.005896091461181641, 'postprocess': 0.03924083709716797, 'total': 0.10416030883789062}"
97,49,33,15,18,34,0.45454545454545453,0.30612244897959184,"{'preprocess': 0.05798745155334473, 'inference': 0.005800008773803711, 'postprocess': 0.039337158203125, 'total': 0.10312461853027344}"
98,51,36,15,21,36,0.4166666666666667,0.29411764705882354,"{'preprocess': 0.05883502960205078, 'inference': 0.0058252811431884766, 'postprocess': 0.038878440856933594, 'total': 0.10353875160217285}"
99,51,31,15,16,36,0.4838709677419355,0.29411764705882354,"{'preprocess': 0.057745933532714844, 'inference': 0.005936384201049805, 'postprocess': 0.03878355026245117, 'total': 0.10246586799621582}"
100,51,35,17,18,34,0.4857142857142857,0.3333333333333333,"{'preprocess': 0.05811476707458496, 'inference': 0.005939960479736328, 'postprocess': 0.03875851631164551, 'total': 0.1028132438659668}"
