frame,tp,fp,fn,gt_count,det_count,avg_conf,inference_ms
294,8,5,10,18,13,0.5220833879250747,8.450933266431093
295,8,4,10,18,12,0.5469058007001877,8.298490196466446
296,8,4,10,18,12,0.5234305063883463,8.47406405955553
297,7,3,10,17,10,0.573597052693367,6.660731043666601
298,7,4,10,17,11,0.5601124953139912,7.996546104550362
299,7,5,10,17,12,0.5242711752653122,8.40466609224677
300,7,5,11,18,12,0.5263883372147878,7.811233401298523
301,7,6,11,18,13,0.5303836579506214,7.362139876931906
302,9,4,9,18,13,0.5076872821037586,7.788554299622774
303,9,6,9,18,15,0.49772478540738424,8.361055981367826
304,9,4,10,19,13,0.5625206300845513,8.141839876770973
305,9,5,10,19,14,0.5324426421097347,9.404726326465607
306,9,7,10,19,16,0.5308607965707779,7.435731124132872
307,10,2,9,19,12,0.6039889554182688,7.13280588388443
308,9,4,9,18,13,0.597427636384964,9.305254090577364
309,9,3,10,19,12,0.6295593505104383,8.073015604168177
310,9,5,10,19,14,0.5925198452813285,8.739458862692118
311,9,3,9,18,12,0.6302643294135729,10.225176811218262
312,9,3,9,18,12,0.6139130964875221,8.308676071465015
313,9,3,9,18,12,0.6154242977499962,8.424471132457256
314,9,3,9,18,12,0.6191049888730049,8.231632877141237
315,9,4,8,17,13,0.5797127256026635,7.4001639150083065
316,10,4,7,17,14,0.5842981700386319,7.667650002986193
317,10,5,7,17,15,0.5964050372441609,8.443202823400497
318,10,3,7,17,13,0.6121245049513303,8.76589398831129
319,9,4,8,17,13,0.6136508400623615,8.369011338800192
320,9,5,8,17,14,0.5779746345111302,7.7057769522070885
321,9,5,8,17,14,0.5773964609418597,6.8047079257667065
322,9,2,8,17,11,0.6602603088725697,7.703850977122784
323,9,2,7,16,11,0.6457208909771659,8.25041113421321
324,9,3,6,15,12,0.5942306568225225,8.727805688977242
325,9,3,6,15,12,0.5609585593144099,8.382442407310009
326,9,2,7,16,11,0.5713806369087913,7.4953557923436165
327,9,2,7,16,11,0.5788224312392148,7.310363929718733
328,8,3,8,16,11,0.5472027171741832,8.175004739314318
329,6,3,10,16,9,0.5924362507131364,8.256368804723024
330,7,2,8,15,9,0.5718516111373901,8.178125135600567
331,7,3,9,16,10,0.547363555431366,9.101355914026499
332,5,4,11,16,9,0.6326144105858273,7.374536711722612
333,6,3,10,16,9,0.6094032559129927,8.043497335165739
334,6,4,10,16,10,0.5866261184215545,8.189700078219175
335,8,5,9,17,13,0.5254717148267306,7.725731935352087
336,8,3,9,17,11,0.5747573456980966,8.160192053765059
337,6,6,8,14,12,0.5461819892128309,7.223968859761953
338,6,5,9,15,11,0.5469243716109883,8.149842265993357
339,6,4,8,14,10,0.5812094449996948,8.416031021624804
340,5,5,9,14,10,0.5646208733320236,8.488022722303867
341,6,5,8,14,11,0.5236628353595734,8.054819889366627
342,5,3,9,14,8,0.605052474886179,7.466292008757591
343,5,3,10,15,8,0.591867171227932,7.682893890887499
344,4,3,11,15,7,0.6258197469370705,8.444289211183786
345,4,2,11,15,6,0.6966991573572159,7.895730901509523
346,4,4,11,15,8,0.5844795443117619,8.733081165701151
347,4,4,11,15,8,0.593605425208807,8.514678105711937
348,5,5,10,15,10,0.5612944334745407,8.40660696849227
349,5,5,10,15,10,0.5521072775125504,7.467188872396946
350,5,5,10,15,10,0.5462430864572525,7.606602739542723
351,5,6,9,14,11,0.550924921577627,8.37221508845687
352,6,6,8,14,12,0.5626848513881365,8.147608023136854
353,6,6,9,15,12,0.5488519916931788,8.051870856434107
354,5,6,10,15,11,0.5738544843413613,8.564860094338655
355,5,5,9,14,10,0.5859340488910675,8.382656145840883
356,6,7,7,13,13,0.5316003079597766,8.095424156636
357,5,5,7,12,10,0.5915531903505326,7.94843677431345
358,6,6,6,12,12,0.5739119201898575,8.450507652014494
359,6,7,6,12,13,0.5305838103477771,8.096562698483467
360,6,5,5,11,11,0.5609304498542439,8.646110072731972
361,6,4,5,11,10,0.6118795990943908,10.759938973933458
362,5,5,6,11,10,0.6091365128755569,9.330570697784424
363,6,5,5,11,11,0.5757492211731997,7.77346920222044
364,6,4,5,11,10,0.593653815984726,9.190039243549109
365,5,5,5,10,10,0.5849453628063201,10.246607940644026
366,5,5,5,10,10,0.592305812239647,8.294542785733938
367,5,7,5,10,12,0.5450034240881602,8.578679990023375
368,5,7,5,10,12,0.5525616332888603,8.670278824865818
369,5,6,5,10,11,0.5730356574058533,7.594221271574497
370,5,7,4,9,12,0.5747998853524526,8.493163622915745
371,5,7,4,9,12,0.5591216310858727,8.172990288585424
372,5,7,4,9,12,0.5437144463260969,9.423222858458757
373,5,7,5,10,12,0.5456299806634585,8.314514067023993
374,5,7,5,10,12,0.5527632758021355,8.153655100613832
375,5,7,6,11,12,0.537730040649573,10.109396651387215
376,5,6,6,11,11,0.5828688415614042,9.401160757988691
377,6,3,5,11,9,0.6422227256827884,8.186542894691229
378,6,4,4,10,10,0.5989089697599411,11.007251683622599
379,6,4,4,10,10,0.608259242773056,8.607426192611456
380,6,2,4,10,8,0.6828306913375854,8.42286879196763
381,6,2,4,10,8,0.6750291213393211,11.093220673501492
382,6,4,6,12,10,0.6159965485334397,6.60356692969799
383,6,4,6,12,10,0.6055362701416016,7.665818091481924
384,6,4,5,11,10,0.6155638992786407,9.95173491537571
385,6,3,5,11,9,0.665750629372067,9.363590739667416
386,6,3,5,11,9,0.6632982359992133,8.045953698456287
387,7,3,4,11,10,0.6306805819272995,7.657176814973354
388,6,3,4,10,9,0.6680233114295535,8.365128189325333
389,6,6,3,9,12,0.5764244794845581,8.32023797556758
390,7,4,2,9,11,0.5931635092605244,9.128589183092117
391,7,4,3,10,11,0.5783891650763425,8.14172625541687
392,6,4,4,10,10,0.6069188475608825,6.502750795334578
393,7,3,4,11,10,0.6630756586790085,8.943371009081602
394,7,3,3,10,10,0.6811002165079116,8.980971295386553
395,7,4,3,10,11,0.6382165361534465,8.670944720506668
396,7,4,4,11,11,0.6235108023340051,8.23915982618928
397,7,4,4,11,11,0.6006738814440641,7.5757429003715515
398,7,4,5,12,11,0.6087366369637576,7.805219851434231
399,7,2,4,11,9,0.6914621757136451,8.850029204040766
400,7,3,3,10,10,0.6657310545444488,8.18402785807848
401,7,4,3,10,11,0.6364443844014948,7.775140926241875
402,7,3,3,10,10,0.6567249655723572,8.772057015448809
403,7,3,3,10,10,0.6322134852409362,8.633851073682308
404,7,3,2,9,10,0.6323956698179245,8.968548849225044
405,7,3,2,9,10,0.6347572416067123,9.134482126682997
406,6,4,3,9,10,0.6156819015741348,7.302775047719479
407,6,3,3,9,9,0.653090731965171,7.293725851923227
408,7,2,2,9,9,0.6636145876513587,8.805217687040567
409,7,1,2,9,8,0.7100295498967171,7.874110713601112
410,7,2,2,9,9,0.6650029420852661,7.970987819135189
411,7,2,2,9,9,0.6576635738213857,8.462023921310902
412,7,3,2,9,10,0.6271400302648544,8.225447963923216
413,7,2,3,10,9,0.6304251882765028,8.611930999904871
414,7,1,3,10,8,0.7018103674054146,8.618928026407957
415,7,2,3,10,9,0.6446534130308363,7.529344875365496
416,7,1,2,9,8,0.6987060941755772,8.13713064417243
417,7,2,2,9,9,0.6710669961240556,9.59855318069458
418,7,1,2,9,8,0.6967655830085278,7.20234913751483
419,7,1,2,9,8,0.700162660330534,7.460279855877161
420,7,4,2,9,11,0.5687917958606373,10.178705211728811
421,7,1,3,10,8,0.6869650073349476,8.170647080987692
422,8,2,2,10,10,0.6034737735986709,8.568190969526768
423,8,2,2,10,10,0.6355486273765564,10.640309192240238
424,8,1,2,10,9,0.64438553320037,7.907606661319733
425,8,2,2,10,10,0.5967846572399139,7.784991059452295
426,8,2,3,11,10,0.6041126608848572,9.454817976802588
427,8,1,2,10,9,0.6528213818868002,8.642488159239292
428,8,5,4,12,13,0.5646500495763925,8.490642998367548
429,8,4,4,12,12,0.586706854403019,8.675896096974611
430,8,3,4,12,11,0.5830981460484591,7.785976864397526
431,8,3,3,11,11,0.5407203923572194,8.138643112033606
432,8,4,3,11,12,0.5539904261628786,9.291110094636679
433,8,5,2,10,13,0.5480714325721447,7.448039948940277
434,7,4,3,10,11,0.5856929448517886,7.11048673838377
435,6,5,4,10,11,0.6119701049544595,9.56594804301858
436,5,3,3,8,8,0.6745401918888092,9.125539101660252
437,6,5,2,8,11,0.5456219965761359,8.568455930799246
438,7,2,2,9,9,0.6218750211927626,9.061793331056833
439,6,1,2,8,7,0.6973143134798322,6.981043145060539
440,6,3,2,8,9,0.6140457590421041,7.984002586454153
441,5,4,2,7,9,0.619443827205234,9.818966034799814
442,6,2,1,7,8,0.6200168058276176,7.36973388120532
443,6,4,2,8,10,0.5577827274799347,7.141388021409512
444,6,2,3,9,8,0.6112228743731976,10.521471034735441
445,7,4,4,11,11,0.5473236820914529,8.64171888679266
446,6,4,4,10,10,0.6027073442935944,8.685846347361803
447,7,7,3,10,14,0.5133641617638725,10.667689144611359
448,5,6,4,9,11,0.5437844260172411,6.808323785662651
449,6,4,4,10,10,0.6017904579639435,7.974674925208092
450,5,4,3,8,9,0.6396436658170488,9.648177307099104
451,5,6,5,10,11,0.5510378696701743,8.17599007859826
452,5,3,5,10,8,0.6026409827172756,8.56777373701334
453,6,5,4,10,11,0.5218185917897658,9.699833113700151
454,5,6,4,9,11,0.5552928718653592,8.01119627431035
455,6,3,4,10,9,0.6070594522688124,8.032410871237516
456,6,2,3,9,8,0.6012681275606155,10.145789012312889
457,5,4,3,8,9,0.5975341267055936,8.349129930138588
458,5,3,3,8,8,0.6394562125205994,9.363263845443726
459,6,3,3,9,9,0.6468576126628451,7.97832477837801
460,6,3,4,10,9,0.6384368273946974,7.989206817001104
461,6,4,4,10,10,0.6039230674505234,8.208346087485552
462,6,3,4,10,9,0.6346958378950754,9.960175026208162
463,8,1,4,12,9,0.6722440785831876,9.09943925216794
464,8,3,4,12,11,0.6030120768330314,7.579566910862923
465,7,2,5,12,9,0.6624905003441705,8.382988162338734
466,7,5,5,12,12,0.5560674319664637,10.168232955038548
467,7,4,5,12,11,0.5989697792313315,8.549872320145369
468,7,3,6,13,10,0.6621365457773208,9.634120855480433
469,7,3,7,14,10,0.6738255620002747,8.790554944425821
470,7,3,6,13,10,0.6413851201534271,8.069229777902365
471,7,3,7,14,10,0.6397545754909515,8.903261739760637
472,7,6,10,17,13,0.5713840470864222,9.260815568268299
473,7,3,10,17,10,0.6234905451536179,10.39063511416316
474,8,5,10,18,13,0.5504132921879108,10.51889592781663
475,9,4,9,18,13,0.5780185965391306,9.131771977990866
476,9,5,8,17,14,0.5955179567847934,9.847960900515318
477,8,6,9,17,14,0.5763747330222811,7.730543147772551
478,8,6,9,17,14,0.5827863046101162,7.625792641192675
